          Spillage                  T               Loss
   82   0.00704397773370   0.01633681915700   0.00705006532371
   83   0.00704722106457   0.01632315106690   0.00705330353230
   84   0.00704540824518   0.01631204970181   0.00705148652196
   85   0.00704274559394   0.01630361378193   0.00704882061109
   86   0.00704589486122   0.01629921980202   0.00705196848139
   87   0.00704561686143   0.01629383116961   0.00705168815330
   88   0.00704525923356   0.01629104278982   0.00705132959411
   89   0.00704525923356   0.01628926210105   0.00705132912844
   90   0.00704386318102   0.01629146188498   0.00704993400723
   91   0.00704630697146   0.01629325933754   0.00705237826332
   92   0.00704393768683   0.01629777066410   0.00705001084134
   93   0.00704558193684   0.01630154624581   0.00705165648833
   94   0.00704444432631   0.01630552858114   0.00705052027479
   95   0.00704430043697   0.01630891300738   0.00705037778243
   96   0.00704724108800   0.01630929857492   0.00705331843346
   97   0.00704439962283   0.01631063036621   0.00705047743395
   98   0.00704396283254   0.01631378568709   0.00705004157498
   99   0.00704352045432   0.01632082089782   0.00704960199073
  100   0.00704323267564   0.01633600890636   0.00704931979999
  101   0.00704555213451   0.01635976508260   0.00705164810643
  102   0.00704360008240   0.01638356223702   0.00704970490187
  103   0.00704354560003   0.01640270277858   0.00704965787008
  104   0.00704365456477   0.01640910468996   0.00704976916313
  105   0.00704620778561   0.01640519313514   0.00705232098699
  106   0.00704601919279   0.01639159023762   0.00705212727189
  107   0.00704484665766   0.01637151651084   0.00705094728619
  108   0.00704363966361   0.01635261811316   0.00704973284155
  109   0.00704245269299   0.01633409410715   0.00704853935167
  110   0.00704294955358   0.01632180437446   0.00704903155565
  111   0.00704534351826   0.01631788164377   0.00705142412335
  112   0.00704388320446   0.01632236503065   0.00704996520653
  113   0.00704364478588   0.01633135788143   0.00704973004758
  114   0.00704391300678   0.01634474471211   0.00705000339076
  115   0.00704276049510   0.01636192016304   0.00704885739833
  116   0.00704259658232   0.01638129726052   0.00704870047048
  117   0.00704329228029   0.01639909110963   0.00704940315336
  118   0.00704406201839   0.01641370356083   0.00705017801374
  119   0.00704533839598   0.01642301864922   0.00705145811662
  120   0.00704530859366   0.01642367616296   0.00705142831430
  121   0.00704493606463   0.01642212085426   0.00705105531961
  122   0.00704422593117   0.01642111688852   0.00705034472048
  123   0.00704482197762   0.01641710475087   0.00705093936995
  124   0.00704389810562   0.01641454175115   0.00705001456663
  125   0.00704437494278   0.01641775667667   0.00705049280077
  126   0.00704205036163   0.01642981171608   0.00704817241058
  127   0.00704327737913   0.01644817925990   0.00704940641299
  128   0.00704412162304   0.01647080481052   0.00705025903881
  129   0.00704356050119   0.01650149002671   0.00704970955849
  130   0.00704394280910   0.01653456501663   0.00705010397360
  131   0.00704461336136   0.01657980494201   0.00705079128966
  132   0.00704450393096   0.01662636734545   0.00705069955438
  133   0.00704390788451   0.01667079888284   0.00705011980608
  134   0.00704707717523   0.01671036332846   0.00705330399796
  135   0.00704451417550   0.01673677936196   0.00705075077713
  136   0.00704524433240   0.01674715988338   0.00705148465931
  137   0.00704474747181   0.01673780381680   0.00705098453909
  138   0.00704475259408   0.01670560613275   0.00705097755417
  139   0.00704282522202   0.01665858738124   0.00704903248698
  140   0.00704335188493   0.01661040075123   0.00704954145476
  141   0.00704453885555   0.01657341420650   0.00705071445554
  142   0.00704581523314   0.01655510812998   0.00705198431388
  143   0.00704486668110   0.01655288226902   0.00705103483051
  144   0.00704555213451   0.01656218618155   0.00705172354355
  145   0.00704327225685   0.01659229770303   0.00704945484176
  146   0.00704212998971   0.01664157584310   0.00704833120108
  147   0.00704394793138   0.01670133695006   0.00705017149448
  148   0.00704188132659   0.01676258631051   0.00704812770709
  149   0.00704369926825   0.01681854762137   0.00704996613786
  150   0.00704383337870   0.01685526221991   0.00705011421815
  151   0.00704507017508   0.01688081771135   0.00705136032775
  152   0.00704505527392   0.01688116602600   0.00705134542659
  153   0.00704361498356   0.01685569062829   0.00704989582300
  154   0.00704340124503   0.01681168749928   0.00704966578633
  155   0.00704428553581   0.01675429567695   0.00705052865669
  156   0.00704386318102   0.01669854298234   0.00705008534715
  157   0.00704365968704   0.01665416359901   0.00704986555502
  158   0.00704419612885   0.01663158461452   0.00705039361492
  159   0.00704355025664   0.01662947982550   0.00704974681139
  160   0.00704193115234   0.01665116474032   0.00704813562334
  161   0.00704604899511   0.01668415404856   0.00705226603895
  162   0.00704315304756   0.01672284305096   0.00704938452691
  163   0.00704552233219   0.01675406098366   0.00705176545307
  164   0.00704401731491   0.01677245646715   0.00705026695505
  165   0.00704225385562   0.01677301526070   0.00704850396141
  166   0.00704315816984   0.01675406284630   0.00704940129071
  167   0.00704077398404   0.01671570912004   0.00704700266942
  168   0.00704255700111   0.01666807942092   0.00704876799136
  169   0.00704350089654   0.01661476865411   0.00704969186336
  170   0.00704218959436   0.01656533405185   0.00704836240038
  171   0.00704426551238   0.01652618497610   0.00705042341724
  172   0.00704311812297   0.01650222577155   0.00704926718026
  173   0.00704423105344   0.01649366691709   0.00705037685111
  174   0.00704282522202   0.01649435237050   0.00704897148535
  175   0.00704391300678   0.01650168187916   0.00705006206408
  176   0.00704301381484   0.01649747788906   0.00704916100949
  177   0.00704001868144   0.01648133993149   0.00704615982249
  178   0.00704290485010   0.01645701006055   0.00704903714359
  179   0.00704308366403   0.01642141863704   0.00704920291901
  180   0.00704590464011   0.01638349890709   0.00705200945958
  181   0.00704454863444   0.01634395495057   0.00705063901842
  182   0.00704556191340   0.01631028391421   0.00705163972452
  183   0.00704450393096   0.01628672890365   0.00705057289451
  184   0.00704403733835   0.01628073118627   0.00705010397360
  185   0.00704323267564   0.01628534495831   0.00704930117354
  186   0.00704287970439   0.01629573851824   0.00704895192757
  187   0.00704425573349   0.01631080172956   0.00705033354461
  188   0.00704259658232   0.01631843298674   0.00704867718741
  189   0.00704102218151   0.01631571352482   0.00704710185528
  190   0.00704362476245   0.01629525236785   0.00704969698563
  191   0.00704330205917   0.01626010239124   0.00704936077818
  192   0.00704220915213   0.01621074229479   0.00704824971035
  193   0.00704288994893   0.01615479402244   0.00704890955240
  194   0.00704440986738   0.01610507443547   0.00705041084439
  195   0.00704251741990   0.01607075147331   0.00704850582406
  196   0.00704407179728   0.01604487188160   0.00705005042255
  197   0.00704184686765   0.01603101007640   0.00704782037064
  198   0.00704408669844   0.01601789891720   0.00705005554482
  199   0.00704545294866   0.01600718684494   0.00705141760409
  200   0.00704387342557   0.01599200256169   0.00704983249307
  201   0.00704193115234   0.01597487181425   0.00704788370058
  202   0.00704240286723   0.01595702767372   0.00704834889621
  203   0.00704454397783   0.01593932695687   0.00705048348755
  204   0.00704308832064   0.01591483689845   0.00704901851714
  205   0.00704395258799   0.01588627323508   0.00704987207428
  206   0.00704309856519   0.01586681790650   0.00704901106656
  207   0.00704373419285   0.01584921032190   0.00704964017496
  208   0.00704514002427   0.01583166606724   0.00705103948712
  209   0.00704426551238   0.01582076400518   0.00705016078427
  210   0.00704294955358   0.01581034995615   0.00704884110019
  211   0.00704400753602   0.01579133421183   0.00704989163205
  212   0.00704346597195   0.01575989276171   0.00704933842644
  213   0.00704467296600   0.01572109758854   0.00705053098500
  214   0.00704308366403   0.01567812822759   0.00704892585054
  215   0.00704059982672   0.01562915742397   0.00704642385244
  216   0.00704362476245   0.01558962557465   0.00704943388700
  217   0.00704135978594   0.01555607840419   0.00704715633765
  218   0.00704223429784   0.01552471518517   0.00704801920801
  219   0.00704161822796   0.01550512015820   0.00704739568755
  220   0.00704292953014   0.01549086533487   0.00704870186746
  221   0.00704337144271   0.01548023987561   0.00704913958907
  222   0.00704658543691   0.01546633057296   0.00705234846100
  223   0.00704178214073   0.01544712483883   0.00704753817990
  224   0.00704334676266   0.01542286761105   0.00704909348860
  225   0.00704384827986   0.01540808007121   0.00704958988354
  226   0.00704352557659   0.01538346428424   0.00704925786704
  227   0.00704177236184   0.01534774526954   0.00704749114811
  228   0.00704400753602   0.01531275361776   0.00704971328378
